text,tokenized_text,homophobia,obscene,insult,racism,sexism,xenophobia
aquecimento global consenso cientistas argumento cara idiota agora cravar realmente existe chamar burro pessoas estudam negam mudança,"['aquecimento', 'global', 'consenso', 'cientista', 'argumento', 'car', 'idiota', 'agora', 'cravar', 'realmente', 'existir', 'chamar', 'burro', 'pessoa', 'estudar', 'negam', 'mudança']",0,1,1,0,0,0
efeitos roupa mano roupa literalmente brilhando itzy sempre surpreendendo,"['efeito', 'roupa', 'mano', 'roupa', 'literalmente', 'brilhar', 'itzy', 'sempre', 'surpreender']",0,0,0,0,0,0
raquel dodge reconduzida contra governo bolsonaro olho atitu,"['raquel', 'dodge', 'reconduzir', 'contra', 'governo', 'bolsonaro', 'Olho', 'atitu']",0,0,0,0,0,0
queria morumbi terça aulas voltam mano tnc,"['querer', 'morumbi', 'terça', 'aula', 'voltar', 'mano', 'tnc']",0,0,0,0,0,0
puta pariu chega alagação,"['puta', 'parir', 'chegar', 'alagação']",0,1,0,0,0,0
triste ver tanta gente medíocre alienada parabéns comercial,"['tristir', 'ver', 'tanto', 'gente', 'medíocre', 'alienar', 'parabéns', 'comercial']",0,0,1,0,0,0
pqp zero defeitos ficou lindo,"['pqp', 'zero', 'defeito', 'ficar', 'lir']",0,0,0,0,0,0
caralho mto assustada,"['caralho', 'mto', 'assustar']",0,0,0,0,0,0
único momento permito odiar mulheres,"['único', 'momento', 'permito', 'odiar', 'mulher']",0,0,0,0,1,0
brasil gosta dessa falta educação kkk,"['Brasil', 'gostar', 'de esse', 'falta', 'educação', 'kkk']",0,0,0,0,0,0
dor cabeça horrivel pqp,"['dor', 'cabeça', 'horrivel', 'pqp']",0,0,0,0,0,0
kkkkkkkkkkkk pica,"['kkkkkkkkkkkk', 'picar']",0,1,0,0,0,0
culpa mestre lixo joga nao desliga vpn cuzao,"['culpa', 'mestre', 'lixo', 'jogar', 'nao', 'desligar', 'vpn', 'cuzao']",0,0,1,0,0,0
preciso enaltecer beleza amiga pqp,"['preciso', 'enaltecer', 'beleza', 'amiga', 'pqp']",0,1,0,0,0,0
ainda bem burra igual certas pessoas completamente capaz entender musica time futebol então posso gostar dois torcer dois agora idiota vai inscrever canal blackpink dar like pra,"['ainda', 'bem', 'burra', 'igual', 'certo', 'pessoa', 'completamente', 'capaz', 'entender', 'musica', 'time', 'futebol', 'então', 'poder', 'gostar', 'dois', 'torcer', 'dois', 'agora', 'idiota', 'ir', 'inscrever', 'canal', 'blackpink', 'dar', 'Like', 'pra']",0,0,1,0,0,0
ninguém fala assim paulo,"['ninguém', 'falar', 'assim', 'Paulo']",0,0,0,0,0,0
além ter sido totalmente escrita vazia mesma dados cobrava fácil ter conversa onde outra pessoa precisa baseada dados mina idiota arrogante criticando algo mesma sabe,"['além', 'ter', 'ser', 'totalmente', 'escrito', 'vazer', 'mesmo', 'dado', 'cobrar', 'fácil', 'ter', 'conversa', 'onde', 'outro', 'pessoa', 'precisar', 'basear', 'dado', 'mina', 'idiota', 'arrogante', 'criticar', 'algo', 'mesmo', 'sabe']",0,0,1,0,0,0
odiei posso fazer nada,"['odiei', 'poder', 'fazer', 'nada']",0,0,0,0,0,0
caralho faço técnico sofro direto foda amigo,"['caralho', 'fazer', 'técnico', 'sofro', 'direto', 'foda', 'amigo']",0,1,0,0,0,0
bailly claro joga kkkkkk,"['Bailly', 'claro', 'jogar', 'kkkkkk']",0,0,0,0,0,0
dar nenhuma,"['dar', 'nenhum']",0,1,0,0,0,0
vida filha puta comigo papo reto,"['vida', 'filha', 'puta', 'comigo', 'papo', 'reto']",0,1,0,0,0,0
parabéns mano craque,"['parabéns', 'mano', 'craque']",0,0,0,0,0,0
selca pedi cacete,"['selcar', 'pedir', 'cacete']",0,0,0,0,0,0
dinheiro nego traiu ficou feio,"['dinheiro', 'nego', 'trair', 'ficar', 'feio']",0,0,1,1,0,0
sai msm,"['sair', 'msm']",0,0,0,0,0,0
kkkkkkkk parece sol,"['kkkkkkkk', 'parecer', 'sol']",0,0,0,0,0,0
fica puto urubuzinho alemão gosta ouvir poze,"['ficar', 'puto', 'urubuzinho', 'alemão', 'gostar', 'ouvir', 'poze']",0,0,0,1,0,0
viste cara spawneador bleque hdp fdp,"['vistar', 'Cara', 'spawneador', 'bleque', 'hdp', 'fdp']",0,0,0,0,0,0
fds vão todos caralho mano,"['fds', 'ir', 'todo', 'caralho', 'mano']",0,0,1,0,0,0
fiquei horrorizada pqp,"['fiquei', 'horrorizar', 'pqp']",0,0,0,0,0,0
bianca voice yoongi vai ouvir mundo precisa entender garota tudo pra mim bia voice jeongguk vou continuar falando fim mundo,"['bianca', 'voice', 'yoongi', 'ir', 'ouvir', 'mundo', 'precisar', 'entender', 'garota', 'tudo', 'pra', 'eu', 'ber', 'voice', 'jeongguk', 'ir', 'continuar', 'falar', 'fim', 'mundo']",0,0,0,0,0,0
pagando parcela gravata hoje safado,"['pagar', 'parcela', 'gravatar', 'hoje', 'safar']",0,0,1,0,0,0
deus cara nada acontecido matado cão hora filha cemitério rrindo certeza impunidade desse pais nojente desse brasil,"['deus', 'cara', 'nada', 'acontecer', 'matar', 'cão', 'hora', 'filha', 'cemitério', 'rrir', 'certeza', 'impunidade', 'de esse', 'pai', 'nojente', 'de esse', 'Brasil']",0,1,1,0,0,1
ainda arrumei nada aposto vou esquecer muita coisa,"['ainda', 'arrumeir', 'nada', 'apostar', 'ir', 'esquecer', 'muito', 'coisa']",0,0,0,0,0,0
chora,['chorar'],0,0,1,0,0,0
porra sei logo qnd padrasto chega casa música carro fica tão alta treme kkkkkkkkk,"['porra', 'saber', 'logo', 'qnd', 'padrastar', 'chegar', 'casa', 'música', 'carro', 'ficar', 'tão', 'alto', 'treme', 'kkkkkkkkk']",0,0,0,0,0,0
fez cagada falou demais racista falou demais tema sensível mantê flow afastado período tempo,"['fazer', 'cagado', 'falar', 'demais', 'racista', 'falar', 'demais', 'tema', 'sensível', 'mantê', 'flow', 'afastar', 'período', 'tempo']",0,0,1,0,0,0
maldito negócio comandado mulheres enquanto guerra mudou voltamos vai fuder,"['maldito', 'negócio', 'comandar', 'mulher', 'enquanto', 'guerra', 'mudar', 'voltar', 'ir', 'fuder']",0,1,1,0,0,0
preciso abraço daqueles bem apertados fica diz nada sente,"['preciso', 'abraço', 'de aquele', 'bem', 'apertar', 'ficar', 'dizer', 'nada', 'sentir']",0,0,0,0,0,0
kkkkkkkkkkkkkkk slc hoje filho morre mãe frio porra,"['kkkkkkkkkkkkkkk', 'slc', 'hoje', 'Filho', 'morrer', 'mãe', 'frio', 'porra']",0,1,0,0,0,0
shopping esperando hora sessão filme começar rei leão,"['shopping', 'esperar', 'hora', 'sessão', 'filme', 'começar', 'rei', 'leão']",0,0,0,0,0,0
caralho queria agoraaaaaa desse gelado hmmmmm,"['caralho', 'querer', 'agoraaaaao', 'de esse', 'gelado', 'hmmmmm']",0,0,0,0,0,0
projeto ditador genocida detesta democracia liberdade expressão pro bolsonaro fake news via zap zap,"['projeto', 'ditador', 'genocida', 'detesto', 'democracia', 'liberdade', 'expressão', 'pro', 'bolsonaro', 'Fake', 'news', 'ver', 'zap', 'zap']",0,0,0,0,0,0
basta palavra mãe sinta lixo,"['bastar', 'palavra', 'mãe', 'sintar', 'lixo']",0,0,1,0,0,0
bonito ver gremistas pulando comemorando verdade coisa pra dizer imitando crioulo hein nunca sabe voces sao nojentos desde momento fundação,"['bonito', 'ver', 'gremista', 'pular', 'comemorar', 'verdade', 'coisa', 'pra', 'dizer', 'imitar', 'crioulo', 'hein', 'nunca', 'saber', 'voce', 'sao', 'nojento', 'desde', 'momento', 'fundação']",0,0,1,0,0,0
aeee porra,"['aeee', 'porra']",0,0,0,0,0,0
vai lerhmann ajuda pau pequeno palpebra gigante,"['ir', 'lerhmann', 'ajudar', 'pau', 'pequeno', 'palpebra', 'gigante']",0,1,1,0,0,0
vamos entrar justiça coletivo contra vermes comunistas url,"['ir', 'entrar', 'justiça', 'coletivo', 'contra', 'verme', 'comunista', 'url']",0,0,1,0,0,0
porra fala kkk,"['porra', 'falar', 'kkk']",0,1,0,0,0,0
marquei encontrar fred vagabunda passou vai acordar mata,"['marquei', 'encontrar', 'fred', 'vagabunda', 'passar', 'ir', 'acordar', 'matar']",0,1,1,0,1,0
carai cara amando,"['carair', 'cara', 'amar']",0,1,0,0,0,0
muitooo babaca,"['muitooo', 'babaco']",0,0,1,0,0,0
acho claro tamo vivendo ditadura,"['achar', 'claro', 'tamo', 'viver', 'ditadura']",0,0,0,0,0,0
gostoso caralho,"['gostoso', 'caralho']",0,0,0,0,0,0
porra,['porra'],0,1,0,0,0,0
vamos dar exemplo onde conjunto mulheres conjunto pessoas negras conjunto pessoas trans interseção três mulher trans negra cinza amarelo escrito mulher cis negra sei pra ver,"['ir', 'dar', 'exemplo', 'onde', 'conjunto', 'mulher', 'conjunto', 'pessoa', 'negro', 'conjunto', 'pessoa', 'trans', 'interseçãor', 'três', 'mulher', 'trans', 'negro', 'cinza', 'amarelo', 'escrever', 'mulher', 'cis', 'negro', 'saber', 'pra', 'ver']",0,0,0,0,0,0
desisto cantar zimbrao tom voz músicas acaba gargantaou baixo alto técnica vocal caralho sei usareu consigo cantar take church consigo cantar viva olha sinceramente,"['desisto', 'cantar', 'zimbrao', 'tom', 'voz', 'músico', 'acabar', 'gargantaou', 'baixo', 'alto', 'técnica', 'vocal', 'caralho', 'saber', 'usarer', 'consigo', 'cantar', 'take', 'church', 'consigo', 'cantar', 'vivo', 'olhar', 'sinceramente']",0,0,0,0,0,0
queima rosca desgraçado hahahahaha recalcada invejosa jornalista taubaté,"['queima', 'rosca', 'desgraçar', 'hahahahaha', 'recalcar', 'invejoso', 'jornalista', 'taubaté']",1,1,1,0,0,0
vai foder,"['ir', 'foder']",0,1,1,0,0,0
sorrindo at茅 ver imagens,"['sorrir', 'at茅', 'ver', 'imagem']",0,0,0,0,0,0
vontade bater vou chamar fuder,"['vontade', 'bater', 'ir', 'chamar', 'fuder']",0,1,0,0,0,0
abraços espaciais this real life,"['abraço', 'espacial', 'thi', 'Real', 'life']",0,0,0,0,0,0
vagabunda,['vagabund'],0,0,1,0,1,0
bolsonaro quer privatizar água esgoto onde feito deu errado contas ficaram caras melhoria serviços tanto diversos países processo reestatização serviços saneamento exemplo frança alemanha,"['bolsonaro', 'querer', 'privatizar', 'água', 'esgoto', 'onde', 'fazer', 'dar', 'errar', 'conta', 'ficar', 'cara', 'melhoria', 'serviço', 'tanto', 'diverso', 'país', 'processo', 'reestatizaçãor', 'serviço', 'saneamento', 'exemplo', 'França', 'Alemanha']",0,0,0,0,0,0
imagino mtt fdp pqp,"['imaginar', 'mtt', 'fdp', 'pqp']",0,1,0,0,0,0
traduzindo piranha galinha,"['traduzir', 'piranha', 'galinho']",0,0,1,0,1,0
nervosoooo alguem manda falar gente,"['nervosoooo', 'alguir', 'manda', 'falar', 'gente']",0,0,0,0,0,0
at茅 vontade coragem maturidade deixar grande jeito deixar dps depilar 馃槀馃う鈥嶁檧锔,"['at茅', 'vontade', 'coragem', 'maturidade', 'deixar', 'grande', 'jeito', 'deixar', 'dps', 'depilar', '馃槀馃う鈥嶁檧锔']",0,0,0,0,0,0
mãe falando gorda bom,"['mãe', 'falar', 'gordar', 'bom']",0,0,0,0,0,0
nao esperava ter conquistado tudo idade porra ter conquistado nada foda,"['nao', 'esperar', 'ter', 'conquistar', 'tudo', 'idade', 'porrar', 'ter', 'conquistar', 'nada', 'for']",0,0,0,0,0,0
fiz feia sei saiba vacilou ontem indo embora pra casa,"['fiz', 'feio', 'saber', 'saber', 'vacilar', 'ontem', 'ir', 'embora', 'pra', 'casa']",0,0,1,0,0,0
vai caralho vai brasil,"['ir', 'caralho', 'ir', 'Brasil']",0,1,0,0,0,0
quisesse foder alguem passado fazia piedade mano drive google campo minado mapa mostra passos pessoa todinho odio,"['quiser', 'foder', 'alguir', 'passado', 'fazer', 'piedade', 'mano', 'drive', 'google', 'campo', 'minar', 'mapa', 'mostrar', 'passo', 'pessoa', 'todinho', 'odio']",0,1,0,0,0,0
ofendeu viadinho podeira ter reclamado ter complementado merda,"['ofender', 'viadinho', 'podeirar', 'ter', 'reclamar', 'ter', 'complementar', 'merda']",1,0,1,0,0,0
vai besta casquei ultima foto,"['ir', 'besta', 'casquei', 'ultimo', 'foto']",0,0,1,0,0,0
sempre falo extremamente sensível textura consistência alimentos devido autismo fez desenvolver transtorno alimentar restritivo evitativo carne poucas coisas consigo comer assim várias consigo,"['sempre', 'falar', 'extremamente', 'sensível', 'textura', 'consistência', 'alimento', 'devido', 'autismo', 'fazer', 'desenvolver', 'transtorno', 'alimentar', 'restritivo', 'evitativo', 'carne', 'pouco', 'coisa', 'consigo', 'comer', 'assim', 'várias', 'consigo']",0,0,0,0,0,0
quanta gordofobia conseguiu gerar nesse post feliz danilo,"['quanta', 'gordofober', 'conseguir', 'gerar', 'em esse', 'post', 'feliz', 'de anilo']",0,0,0,0,0,0
falando futuro porra,"['falar', 'futuro', 'porra']",0,0,0,0,0,0
pai torturou matou própria filha anos anos seis anos pegar arrombado desse amarrar praça deixar sofrer pra sempre tirar vida,"['pai', 'torturar', 'matar', 'próprio', 'filha', 'ano', 'ano', 'seis', 'ano', 'pegar', 'arrombar', 'de esse', 'amarrar', 'praça', 'deixar', 'sofrer', 'pra', 'sempre', 'tirar', 'vida']",0,0,1,0,0,0
amizade pode superar qualquer desafio turminha vai mostrar juntos fortes voc锚 assistiu amigos ingressos,"['amizade', 'poder', 'superar', 'qualquer', 'desafio', 'turmir', 'ir', 'mostrar', 'junto', 'forte', 'voc锚', 'assistir', 'amigo', 'ingresso']",0,0,0,0,0,0
agora prefeito rio eduardo paes vai pegar cana brava eduardo paes hein desta vez vai livrar pilantra safado queremos ver preso junto amigo protetor sérgio cabral deus preso curitiba lula silva,"['agora', 'prefeito', 'rio', 'eduardo', 'paes', 'ir', 'pegar', 'cano', 'brar', 'eduardo', 'paes', 'hein', 'de este', 'vez', 'ir', 'livrar', 'pilantra', 'safar', 'querer', 'ver', 'prender', 'junto', 'amigo', 'protetor', 'sérgio', 'cabral', 'Deus', 'prender', 'curitiba', 'Lula', 'Silva']",0,1,1,0,0,0
bixo melhor video minutos huahuahuahuahuahua muleue porra todo ascor senti vendo merda cinema disse video abraço,"['bixo', 'bom', 'video', 'minuto', 'huahuahuahuahuahua', 'Muleue', 'porrar', 'todo', 'ascor', 'sentir', 'ver', 'merda', 'cinema', 'dizer', 'video', 'abraço']",0,0,1,0,0,0
família pqp,"['família', 'pqp']",0,1,0,0,0,0
todos escória país,"['todo', 'escória', 'país']",0,0,1,0,0,0
putaria url,"['putar', 'url']",0,1,0,0,0,0
muita coisa muda ano nunca fez tanto sentido vida igual hoje pqp,"['muito', 'coisa', 'mudar', 'ano', 'nunca', 'fazer', 'tanto', 'sentido', 'vida', 'igual', 'hoje', 'pqp']",0,0,0,0,0,0
vamo cara vamoo pqp cora莽茫o,"['vamo', 'cara', 'vamoo', 'pqp', 'cora莽茫o']",0,0,0,0,0,0
pqp nunca tanta gnt nots,"['pqp', 'nunca', 'tanto', 'gnt', 'nots']",0,0,0,0,0,0
filhas nessa história,"['filha', 'em esse', 'história']",0,0,0,0,0,0
caralho maluco abriu porra porta mané,"['caralho', 'maluco', 'abrir', 'porra', 'porto', 'mané']",0,0,0,0,0,0
choro fazer negócio feio chamo corpo,"['chorar', 'fazer', 'negócio', 'feio', 'chamar', 'corpo']",0,0,1,0,0,0
agora compraram podem devolver acesso conta alguém entrou alterou email nunca consegui entrar atendimento telefônico lixo segurança idem trabalho espera aguardo,"['agora', 'comprar', 'poder', 'devolver', 'acesso', 'contar', 'alguém', 'entrar', 'alterar', 'email', 'nunca', 'conseguir', 'entrar', 'atendimento', 'telefônico', 'lixo', 'segurança', 'idir', 'trabalho', 'esperar', 'aguardo']",0,0,1,0,0,0
liga pra judeu kkkk,"['liga', 'pra', 'judeu', 'Kkkk']",0,0,1,0,0,1
safado andava comigoficava passando cmgooo,"['safar', 'andar', 'comigoficar', 'passar', 'cmgooo']",0,0,0,0,0,0
vagabundo,['vagabur'],0,0,1,0,0,0
participar porque andava t茫o desanimada dias pra quase tudo n茫o demonstrar alguma forma amor bang chan humano absolutamente incr铆vel,"['participar', 'porque', 'andar', 't茫o', 'desanimada', 'dia', 'pra', 'quase', 'tudo', 'n茫o', 'demonstrar', 'algum', 'forma', 'amor', 'bang', 'chan', 'humano', 'absolutamente', 'incr铆vel']",0,0,0,0,0,0
come primeiro parte bolacha demente url,"['comer', 'primeiro', 'parte', 'bolacho', 'demente', 'url']",0,0,1,0,0,0
yuri mateus tava pegando pinto maniacos,"['Yuri', 'Mateus', 'tar', 'pegar', 'pinto', 'maniaco']",0,1,0,0,0,0
amei eese video menos alguém valor gays viva,"['ameir', 'eese', 'video', 'pouco', 'alguém', 'valor', 'gay', 'viver']",0,0,0,0,0,0
sla deixou separar ainda tempo,"['sla', 'deixar', 'separar', 'ainda', 'tempo']",0,0,0,0,0,0
pais acabaram foder puta verão esqueçam,"['pai', 'acabar', 'foder', 'puta', 'ver', 'esqueçar']",0,1,0,0,0,0
vontade comer doce pqp,"['vontade', 'comer', 'doce', 'pqp']",0,0,0,0,0,0
bom rever amigos ensino medio,"['bom', 'rever', 'amigo', 'ensino', 'medio']",0,0,0,0,0,0
dps army burra caralho kkkkk,"['dps', 'Army', 'burrar', 'caralho', 'kkkkk']",0,0,1,0,0,0
vai dar,"['ir', 'dar']",0,1,1,0,0,0
pior ainda pessoa trouxa,"['mau', 'ainda', 'pessoa', 'trouxa']",0,0,1,0,0,0
animal retardado punido,"['animal', 'retardar', 'puner']",0,0,1,0,0,0
mandou acho bem sabe xingar vaca kkkkk,"['mandar', 'acho', 'bem', 'saber', 'xingar', 'vaca', 'kkkkk']",0,1,1,0,0,0
parabéns publicidade fantástica gratuita tendo graças preconceito alheio confesso iria comprar presente dia namorados desse comercial vou comprar dois babacas podem deixar comprar boicote fuleiro vendas vão bombar daqui pra frente pois nunca marca tão propagada tão pouco tempo,"['parabéns', 'publicidade', 'fantástico', 'gratuito', 'ter', 'graças', 'preconceito', 'alheio', 'confesso', 'ir', 'comprar', 'presente', 'dia', 'namorar', 'de esse', 'comercial', 'ir', 'comprar', 'dois', 'babaca', 'poder', 'deixar', 'comprar', 'boicote', 'fuleiro', 'venda', 'ir', 'bombar', 'de aqui', 'pra', 'frente', 'pois', 'nunca', 'marcar', 'tão', 'propagar', 'tão', 'pouco', 'tempo']",0,0,1,0,0,0
penso devo ter algo cara falo olhando oque otário nunca viu mulher desgraçado,"['pensar', 'dever', 'ter', 'algo', 'cara', 'falar', 'olhar', 'oque', 'otário', 'nunca', 'ver', 'mulher', 'desgraçar']",0,1,0,0,0,0
gosta suju sobre leeteuk referia modo fandom trata show bts arabia super junior feito possível esforço nada contra,"['gostar', 'suju', 'sobre', 'leeteuk', 'referio', 'modo', 'fandom', 'tratar', 'show', 'bts', 'araber', 'super', 'junior', 'fazer', 'possível', 'esforço', 'nada', 'contra']",0,0,0,0,0,1
eita porra ksksksksk,"['eitar', 'porra', 'ksksksksk']",0,0,0,0,0,0
cada foto tiro,"['cada', 'foto', 'tiro']",0,0,0,0,0,0
est煤dio ficou lindo logo est煤dio impec谩vel,"['est煤dio', 'ficar', 'lir', 'logo', 'est煤dio', 'impec谩vel']",0,0,0,0,0,0
alguém explica voz pqp chorei,"['alguém', 'explicar', 'voz', 'pqp', 'chorei']",0,1,0,0,0,0
miltão infelizmente emissora onde trabalha cheia inclusive patrão band virou lixo,"['miltão', 'infelizmente', 'emissor', 'onde', 'trabalhar', 'cheio', 'inclusive', 'patr', 'band', 'virar', 'lixo']",0,0,1,0,0,0
absurdo parece comunismo querendo fazer crianças serem expostas coisas adulto deixem paz absurdo embora brasil,"['absurdo', 'parecer', 'comunismo', 'querer', 'fazer', 'criança', 'ser', 'exposte', 'coisa', 'adulto', 'deixar', 'paz', 'absurdo', 'embora', 'Brasil']",0,0,1,0,0,0
ita disse gorda nayara,"['ita', 'dizer', 'gordar', 'nayar']",0,0,0,0,0,0
venenos cada dia,"['veneno', 'cada', 'dia']",0,0,0,0,0,0
reconhecer próprio erro coisa gente grande,"['reconhecer', 'próprio', 'erro', 'coisa', 'gente', 'grande']",0,0,0,0,0,0
doida cortar cabelo assim aaa,"['doidar', 'cortar', 'cabelo', 'assim', 'aaa']",0,0,0,0,0,0
perfume boticário continua sendo kkkkkk,"['perfume', 'boticário', 'continuar', 'ser', 'kkkkkk']",0,0,0,0,0,0
precisamos sim falar sobre assim comunismo poucos minutos pesquisa qualquer descobre matou tanto quanto próprio nazismo condenar relativizar outro hipocrisia,"['precisar', 'sim', 'falar', 'sobre', 'assim', 'comunismo', 'pouco', 'minuto', 'pesquisa', 'qualquer', 'descobrir', 'matar', 'tanto', 'quanto', 'próprio', 'nazismo', 'condenar', 'relativizar', 'outro', 'hipocrisia']",0,0,0,0,0,0
porra apaixonei esperando momento vou fuder,"['porra', 'apaixoneir', 'esperar', 'momento', 'ir', 'fuder']",0,1,0,0,0,0
orgulho selo scream amp yell libera single comida acompanhado side one hundred years from now cleggs audição streaming download gratuito aqui,"['orgulho', 'selo', 'scream', 'amp', 'yell', 'liberar', 'single', 'comer', 'acompanhar', 'sidir', 'one', 'hundred', 'years', 'from', 'now', 'cleggsr', 'audição', 'streaming', 'downloadr', 'gratuito', 'aqui']",0,0,0,0,0,0
porra kkkkk,"['porra', 'kkkkk']",0,1,0,0,0,0
